,MSSubClass,MSZoning,LotFrontage,LotShape,LotConfig,Neighborhood,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleCondition,SalePrice
802,60,0,63,0,0,0,7,5,0,5,2,1,0,0,3,3,5,60,80,0,728,728,1,2,1,3,0,7,1,2,4,2,2,410,36,18,10,2008,0,189000
803,60,0,107,0,0,10,9,5,1,0,0,2,2,0,2,1,2,8,1734,0,1734,1088,0,3,1,4,2,12,1,2,2,3,3,1020,52,170,1,2009,2,582933
804,20,0,75,0,0,11,5,5,0,2,5,1,1,1,1,4,6,515,124,2,1128,0,0,1,0,2,1,5,0,0,4,1,1,286,0,0,6,2006,5,118000
805,20,0,91,1,1,5,7,5,0,0,0,2,0,0,3,4,2,8,1417,0,1428,0,0,2,0,3,2,6,0,0,4,3,2,554,0,60,7,2008,2,227680
806,80,0,75,0,0,11,5,5,0,0,0,1,1,0,1,3,1,291,100,1,980,0,0,2,0,3,1,6,0,0,4,2,1,384,68,0,10,2006,0,135500
807,70,0,144,0,0,8,5,6,0,2,5,1,1,1,1,1,5,589,15,0,1072,504,2,1,1,3,0,6,1,1,4,3,2,528,0,312,5,2009,0,223500
808,80,0,85,0,0,11,5,5,0,0,0,4,1,1,1,3,1,571,380,2,1086,0,1,1,0,3,1,6,1,2,4,3,2,484,0,0,6,2006,0,159950
809,75,1,90,0,2,7,5,5,1,8,9,1,1,0,1,4,2,8,849,2,1075,1063,0,2,0,2,1,11,0,0,1,1,2,360,40,156,11,2009,0,106000
810,20,0,78,0,0,6,6,6,1,3,3,4,1,1,1,4,1,428,0,3,1309,0,1,1,1,3,0,5,1,3,4,3,2,484,265,0,1,2006,0,181000
811,120,1,0,0,0,0,6,5,0,0,0,4,0,0,3,1,5,365,186,0,848,0,1,1,0,1,0,4,1,2,4,2,2,420,140,0,6,2008,0,144500
812,20,2,66,0,0,13,5,5,1,2,5,1,3,1,1,3,2,8,540,2,1044,0,0,1,0,2,3,4,0,0,5,1,2,504,0,0,6,2010,4,55993
813,20,0,75,0,0,11,6,6,0,1,1,4,1,1,1,4,3,429,834,1,1442,0,0,1,1,4,1,7,0,0,4,3,1,301,0,0,4,2007,0,157900
814,50,0,45,0,0,15,5,7,0,9,8,1,1,2,1,4,2,8,686,1,686,564,0,1,1,3,3,7,0,0,1,1,1,280,207,0,7,2006,0,116000
815,20,0,48,2,3,0,7,5,0,0,0,4,1,0,3,4,2,8,1649,0,1661,0,0,2,0,3,0,6,0,0,4,3,2,598,0,34,5,2010,0,224900
816,20,0,0,1,2,11,5,6,0,4,7,1,1,1,1,4,4,329,522,1,1008,0,0,1,0,2,1,4,1,2,4,3,1,275,0,0,7,2006,0,137000
817,20,0,0,1,3,4,8,5,1,6,6,4,0,0,3,4,5,386,350,0,1689,0,1,2,0,3,0,7,2,2,4,3,3,857,150,59,7,2008,0,271000
818,80,0,80,0,0,19,6,7,0,3,3,4,1,1,1,3,5,297,506,1,1052,0,1,1,0,3,1,6,0,0,4,1,2,440,0,0,6,2010,0,155000
819,120,0,44,1,0,10,7,5,0,0,0,2,0,0,3,2,5,13,625,0,1358,0,1,2,0,2,0,6,1,2,4,3,2,484,192,35,6,2010,2,224000
820,60,0,72,1,3,0,7,5,0,0,0,1,0,0,3,4,2,8,798,0,798,842,0,2,1,3,0,6,0,0,4,3,2,595,0,45,6,2008,0,183000
821,20,1,60,0,0,7,4,4,0,1,1,1,3,1,4,4,2,8,936,2,936,0,0,1,0,2,1,4,0,0,1,1,2,576,0,32,2,2009,0,93000
822,60,0,0,1,2,17,7,5,0,0,0,1,0,0,3,1,2,8,847,0,847,886,0,2,1,3,0,7,1,2,2,2,2,433,100,48,10,2007,5,225000
823,50,0,60,0,0,23,6,7,0,0,0,1,1,2,1,4,2,8,778,2,944,545,0,2,0,3,1,7,1,2,1,1,1,240,335,0,7,2009,0,139500
824,20,3,81,0,0,5,8,5,0,0,0,1,0,0,3,4,2,8,1489,0,1489,0,0,2,0,3,0,7,1,2,4,3,2,776,0,140,6,2006,2,232600
825,20,0,114,0,0,10,10,5,1,6,6,4,2,0,2,3,5,430,442,0,2084,0,1,2,0,2,2,7,1,2,4,2,3,1220,188,45,6,2008,2,385000
826,45,1,50,0,0,8,5,6,0,1,1,1,1,2,1,4,1,431,0,1,784,0,1,1,0,2,0,5,0,0,4,3,0,0,0,0,5,2008,0,109500
827,20,0,65,1,0,12,7,5,0,0,0,1,0,0,3,4,5,386,1434,0,1434,0,0,2,0,3,0,6,1,1,4,3,2,527,290,39,4,2009,0,189000
828,60,0,0,2,3,19,5,5,4,7,4,1,1,0,1,1,6,432,0,2,1160,966,0,2,1,3,1,7,0,0,4,2,2,538,486,0,6,2009,1,185000
829,160,3,24,0,0,5,7,5,0,1,1,1,0,0,3,4,2,8,600,0,520,623,0,2,1,2,0,4,0,0,1,3,2,480,0,166,7,2006,0,147400
830,20,0,80,1,2,11,6,5,0,3,3,4,1,1,1,4,3,433,352,2,1392,0,1,1,1,3,1,6,2,2,4,3,2,458,0,0,6,2008,0,166000
831,160,3,30,0,0,5,7,5,0,1,1,1,1,0,3,4,2,8,600,0,520,600,0,2,1,2,0,4,0,0,1,3,2,480,0,166,6,2006,0,151000
832,60,0,44,1,3,0,7,6,0,0,0,4,0,0,3,4,5,434,458,0,941,888,1,2,1,3,0,7,1,1,4,3,2,613,192,39,1,2010,0,237000
833,20,0,100,0,0,11,6,6,0,3,4,4,1,1,1,4,3,435,975,2,1516,0,0,1,1,3,1,6,0,0,4,3,2,472,0,0,2,2009,0,167000
834,20,0,75,0,0,11,5,6,0,0,0,4,1,1,1,4,3,436,572,1,1144,0,1,1,0,3,1,6,0,0,4,1,2,456,0,0,9,2008,0,139950
835,20,0,60,0,0,9,4,7,0,0,3,1,1,1,3,4,4,335,625,2,1067,0,0,2,0,2,0,4,0,0,4,1,2,436,290,0,2,2010,0,128000
836,30,1,90,0,0,7,5,6,0,0,0,1,1,2,1,4,3,437,1221,1,1559,0,1,1,0,2,1,5,0,0,1,1,2,812,0,116,6,2007,0,153500
837,160,1,21,0,0,22,6,5,0,3,3,4,1,1,1,4,4,438,153,2,483,504,1,1,1,2,1,5,0,0,1,1,1,264,0,0,11,2008,0,100000
838,20,0,75,0,0,0,5,6,0,0,0,1,1,0,3,4,2,8,1099,0,1099,0,0,1,1,3,0,6,0,0,4,1,1,352,278,0,6,2008,0,144000
839,50,0,70,0,0,15,5,6,0,1,1,1,1,1,1,4,4,118,416,0,768,432,0,1,0,3,1,6,0,0,1,1,1,240,0,0,5,2008,0,130500
840,70,4,0,1,0,23,6,8,0,2,5,1,1,2,1,4,4,439,516,2,810,672,0,2,0,4,3,7,0,0,1,1,1,400,0,0,3,2008,0,140000
841,70,1,60,0,0,7,5,8,0,1,1,1,1,0,1,4,2,8,650,1,958,581,0,2,0,3,0,8,1,5,1,1,2,686,70,78,6,2008,0,157500
842,80,0,82,0,0,11,6,7,0,3,3,4,1,1,1,1,3,132,276,2,1165,0,1,1,1,3,1,6,0,0,4,3,2,490,0,129,5,2008,0,174900
843,90,0,80,0,2,11,5,4,0,4,7,1,1,1,1,4,2,8,1800,0,1800,0,0,2,0,6,1,10,0,0,4,3,0,0,0,0,7,2007,0,141000
844,50,1,100,1,0,7,5,8,0,2,5,1,1,2,1,2,2,8,876,1,876,540,0,1,1,4,1,7,1,2,1,1,3,720,418,0,6,2008,0,153900
845,85,0,0,1,3,9,5,5,0,3,3,1,1,1,3,1,1,563,0,2,1701,0,1,2,0,3,1,6,2,1,5,2,2,611,0,0,1,2007,0,171000
846,60,0,75,0,0,12,7,5,0,3,3,4,0,0,3,4,1,441,227,0,1006,769,1,2,1,3,0,7,1,1,4,1,2,425,234,72,7,2009,0,213000
847,20,0,36,1,3,0,5,6,0,3,4,1,1,1,1,3,4,442,404,0,864,0,1,1,0,3,1,5,1,3,4,1,1,338,0,0,8,2009,0,133500
848,50,0,75,2,0,19,6,8,0,2,5,1,1,2,1,4,2,8,907,2,1307,1051,0,3,0,5,1,10,1,2,1,1,2,360,486,40,9,2008,0,240000
849,80,0,80,0,1,1,6,7,1,7,4,4,0,1,1,4,2,8,528,0,1094,761,0,2,1,3,1,7,1,1,4,3,2,512,113,100,8,2007,0,187000
850,120,1,36,0,0,0,6,5,0,0,0,4,0,0,3,3,5,469,189,0,848,0,1,1,0,1,0,3,0,0,4,2,2,420,140,0,11,2007,0,131500
851,120,0,0,0,0,21,8,5,0,0,0,4,0,0,3,1,2,8,1273,0,1456,0,0,2,0,2,0,7,1,1,4,2,2,400,143,20,5,2006,0,215000
852,75,0,53,0,0,2,7,5,0,1,1,1,1,1,1,4,3,444,554,1,918,728,0,2,0,4,1,7,2,2,1,1,1,240,0,0,8,2007,0,164000
853,80,0,0,1,2,11,6,6,0,1,3,4,1,1,1,1,3,445,563,2,1445,0,0,1,1,3,1,7,1,3,4,3,2,645,180,0,8,2009,0,158000
854,20,0,102,0,0,9,5,4,1,2,4,1,1,1,1,2,1,446,372,2,1779,0,1,1,1,3,1,6,1,2,4,1,2,454,0,418,7,2006,1,170000
855,20,0,0,1,2,9,5,8,0,3,3,1,1,1,1,4,1,469,381,0,1040,0,1,1,1,3,1,6,0,0,1,1,1,260,0,104,4,2010,0,127000
856,80,0,0,1,0,0,6,6,0,7,3,1,1,1,3,1,5,447,0,2,1026,0,1,1,0,3,1,5,0,0,1,1,2,576,0,0,10,2008,0,147000
857,60,0,65,0,0,17,6,5,0,3,3,1,1,0,3,4,2,8,702,1,702,779,0,2,1,3,1,6,1,1,4,2,2,343,0,36,3,2009,0,174000
858,20,0,80,0,0,6,7,5,0,3,3,4,1,1,3,4,2,8,1090,2,1370,0,0,2,0,3,1,6,1,1,4,3,2,479,0,0,6,2009,5,152000
859,60,0,0,1,2,6,6,7,0,3,3,4,1,1,1,2,4,508,435,2,1512,1142,1,2,1,4,0,9,1,2,4,1,2,619,0,65,8,2006,0,250000
860,50,0,55,0,2,2,7,8,0,2,5,1,0,2,1,4,2,8,912,1,912,514,0,1,1,3,0,7,1,2,1,1,1,216,0,240,6,2007,0,189950
861,190,0,75,0,0,9,5,4,1,7,3,1,1,0,1,2,4,183,198,0,1039,0,1,1,1,3,1,6,0,0,4,1,2,504,0,0,4,2010,0,131500
862,20,0,81,0,2,12,6,5,1,3,4,1,1,0,3,4,5,437,702,2,1097,0,0,2,0,3,1,6,0,0,4,1,2,480,0,0,5,2010,0,152000
863,20,0,70,0,0,11,5,5,1,4,4,1,1,1,1,4,4,395,0,2,1148,0,1,1,0,3,1,6,0,0,4,1,1,672,0,0,7,2009,0,132500
864,20,3,72,0,0,5,7,5,0,0,0,1,0,0,2,4,2,8,1372,0,1372,0,0,2,0,3,0,6,0,0,4,2,2,529,0,140,5,2008,2,250580
865,20,0,0,1,0,11,5,6,0,1,1,4,1,1,1,4,4,615,174,2,1002,0,1,1,0,3,1,5,0,0,1,1,2,902,0,0,8,2009,0,148500
866,20,0,67,1,0,16,8,5,0,0,0,2,0,0,3,3,2,8,1638,0,1646,0,0,2,0,3,0,6,1,2,4,3,3,870,192,80,11,2007,2,248900
867,20,0,85,0,2,9,4,5,0,0,0,1,1,1,1,4,1,448,108,2,1120,0,1,1,1,3,3,5,0,0,4,3,2,544,168,0,5,2007,0,129000
868,60,0,0,2,2,17,5,6,0,7,4,1,1,4,3,4,5,8,0,1,1547,720,0,2,0,2,1,7,1,1,4,1,2,672,120,144,5,2006,0,169000
869,60,0,80,0,0,12,7,5,0,1,1,4,0,0,3,4,5,449,300,0,1062,887,1,2,1,3,0,8,1,1,4,2,2,574,156,90,6,2010,0,236000
870,20,0,60,0,0,11,5,5,1,1,1,1,1,1,1,4,2,8,894,1,894,0,0,1,0,2,1,5,0,0,1,1,1,308,0,0,8,2009,0,109500
871,60,0,70,0,0,0,6,5,0,0,0,4,1,0,3,4,5,447,299,0,804,878,0,2,1,3,0,7,0,0,4,3,2,523,0,77,6,2010,0,200500
872,20,0,74,0,2,11,5,7,0,5,2,1,0,5,1,3,2,8,105,1,910,0,0,1,0,3,0,5,0,0,4,1,2,414,196,0,10,2008,0,116000
873,40,0,60,0,0,11,5,7,0,3,3,1,0,1,1,4,3,483,457,1,1036,0,0,1,0,3,1,6,1,2,4,1,1,288,0,28,9,2009,0,133000
874,50,1,52,0,0,7,5,6,0,2,5,1,1,1,1,4,2,8,676,0,676,455,0,1,1,3,1,5,0,0,1,1,1,200,26,0,8,2009,1,66500
875,60,3,75,0,0,5,8,5,0,6,6,1,0,0,3,3,5,450,1120,0,1184,1426,0,2,1,4,2,11,1,2,2,2,2,550,208,364,8,2007,2,303477
876,20,0,94,0,0,4,4,5,0,3,4,1,1,0,1,1,1,451,431,1,1040,0,1,1,0,3,1,5,0,0,4,1,2,648,0,0,1,2007,0,132250
877,60,0,74,0,0,10,9,5,1,0,0,2,0,0,2,4,5,452,292,0,1462,762,1,2,1,4,2,10,1,2,4,2,3,738,184,0,6,2009,0,350000
878,85,0,88,1,0,9,5,7,0,3,3,1,1,1,1,3,1,453,210,2,1155,0,1,1,0,3,0,6,0,0,1,1,2,576,192,0,6,2010,0,148000
879,20,0,0,1,3,0,5,8,0,0,0,4,0,1,1,4,1,15,218,0,864,0,1,1,0,3,1,6,0,0,4,1,1,336,0,0,7,2009,0,136500
880,20,0,60,0,0,15,5,5,0,0,0,1,1,0,2,4,1,389,110,1,1090,0,1,1,1,2,1,5,0,0,4,2,2,450,0,49,6,2007,0,157000
881,50,0,44,1,3,16,7,5,0,3,3,4,0,1,3,2,6,454,254,0,1187,530,0,2,1,3,0,7,1,1,4,3,2,400,168,36,4,2007,0,187500
882,60,0,0,1,2,17,6,5,0,0,0,1,1,0,3,4,2,8,808,1,808,785,0,2,1,3,1,7,1,1,2,3,2,389,342,40,12,2009,0,178000
883,75,0,60,0,0,23,4,5,0,2,5,1,0,0,1,4,2,8,795,2,954,795,1,1,0,5,1,10,0,0,1,1,1,440,0,188,3,2006,0,118500
884,20,0,65,0,0,11,5,5,0,3,3,4,1,1,1,4,4,90,460,2,892,0,0,1,0,3,1,5,0,0,4,3,1,288,0,0,7,2009,0,100000
885,120,3,50,1,3,5,9,5,0,1,1,4,0,0,2,3,5,455,460,0,1709,0,1,2,0,2,0,5,1,1,4,2,2,506,97,65,1,2008,1,328900
886,90,0,70,0,2,11,5,5,0,1,1,4,1,1,1,4,6,456,1098,0,1712,0,0,2,0,4,1,8,0,0,4,2,2,588,272,54,6,2006,5,145000
887,50,0,59,1,0,15,5,7,0,1,1,1,1,0,1,4,2,8,816,2,872,521,0,1,1,3,1,8,0,0,4,1,1,300,121,0,4,2008,0,135500
888,20,0,95,1,0,11,8,6,4,2,5,1,0,0,1,1,1,106,1043,0,2217,0,1,2,0,4,0,8,1,1,4,1,2,621,81,207,10,2007,0,268000
889,20,0,128,0,0,11,6,4,1,2,5,4,1,1,1,4,4,457,481,0,1505,0,1,1,0,2,1,6,1,1,4,3,2,505,0,0,2,2009,0,149500
890,50,0,60,0,2,11,5,7,0,1,1,1,1,1,1,2,2,8,672,0,672,252,0,1,0,3,1,6,1,5,1,1,2,576,0,0,7,2007,0,122900
891,60,0,70,0,0,9,6,5,1,3,3,4,1,1,1,4,6,593,192,1,918,765,0,2,1,3,1,7,1,1,4,3,2,440,243,0,7,2009,0,172500
892,20,0,70,0,0,9,6,8,1,3,3,1,1,1,1,4,5,428,396,2,1068,0,0,1,0,3,1,6,0,0,4,3,1,264,192,0,2,2006,0,154500
893,20,0,0,0,0,9,5,5,0,2,4,1,1,0,3,2,4,458,319,2,1383,0,1,1,0,3,1,6,1,2,4,1,1,354,511,116,6,2008,0,165000
894,90,0,64,0,0,12,5,5,0,7,4,1,1,4,3,4,5,8,0,2,1535,0,0,2,0,4,1,8,0,0,4,1,2,400,0,0,6,2009,4,118858
895,60,0,71,0,0,11,6,5,1,3,3,4,1,1,1,4,4,291,380,2,983,813,1,1,1,4,1,8,1,1,4,3,2,483,0,50,10,2008,0,140000
896,30,1,50,0,0,13,4,6,0,2,5,1,1,2,1,4,1,459,666,0,951,0,0,1,0,2,1,6,0,0,1,1,1,327,0,28,4,2006,1,106500
897,90,0,64,0,0,12,5,5,0,7,4,1,1,4,3,4,5,8,0,2,1120,1120,0,2,0,6,1,12,0,0,1,1,2,528,154,0,6,2009,4,142953
898,20,0,100,1,0,10,9,5,1,0,0,2,2,0,2,1,5,460,142,0,2364,0,1,2,1,2,2,11,2,2,4,2,3,820,0,67,3,2010,2,611657
899,20,0,65,0,0,9,5,7,0,3,4,1,1,1,1,4,4,461,447,2,1236,0,0,1,0,3,1,6,1,1,4,1,1,288,0,0,6,2006,0,135000
900,20,0,0,1,0,11,4,6,0,3,3,1,1,1,1,4,1,462,536,2,858,0,0,1,0,2,1,4,0,0,1,1,1,684,0,0,6,2007,0,110000
901,20,0,64,1,0,11,5,7,1,1,1,1,1,1,1,2,4,463,132,2,1306,0,1,1,0,2,1,5,0,0,1,1,1,756,0,0,5,2009,0,153000
902,60,0,63,0,0,17,7,5,0,0,0,1,0,0,3,4,2,8,783,0,807,702,0,2,1,3,0,8,1,2,4,2,2,393,0,75,7,2006,0,180000
903,20,0,50,1,3,17,7,5,1,0,0,4,0,0,3,4,2,8,1670,0,1670,0,0,2,0,3,0,7,1,2,4,3,3,690,144,60,8,2006,2,240000
904,20,0,0,1,0,9,5,6,0,3,5,4,1,1,1,4,5,477,277,2,902,0,0,1,0,3,1,6,0,0,4,1,1,288,0,0,8,2007,0,125500
905,20,0,80,0,0,11,5,5,0,3,3,2,1,1,1,4,3,465,412,2,1063,0,1,1,0,3,1,6,0,0,4,3,1,280,0,0,2,2010,0,128000
906,20,0,116,1,2,5,8,5,0,0,0,2,0,0,3,4,5,466,1560,0,1636,0,1,2,0,3,0,8,1,2,4,3,3,865,0,60,6,2007,0,255000
907,50,0,86,1,0,2,7,7,0,4,7,1,0,1,3,4,3,467,794,1,1020,1037,0,1,1,3,0,6,1,2,4,2,1,180,0,0,6,2006,0,250000
908,20,0,0,1,0,4,5,5,0,3,3,1,1,1,3,3,4,468,239,2,902,0,1,1,0,2,1,5,0,0,4,1,2,484,164,0,6,2006,0,131000
909,60,0,149,2,0,17,6,5,0,0,0,1,0,0,3,4,2,8,742,0,742,742,0,2,1,3,0,8,1,2,4,2,2,390,36,24,6,2009,0,174000
910,90,0,80,0,2,11,5,5,0,1,1,4,1,1,1,4,3,469,662,2,1105,1169,0,2,0,5,1,12,0,0,1,1,2,480,0,0,1,2010,0,154300
911,20,0,0,1,3,0,5,7,0,3,4,1,1,1,3,3,1,435,1072,2,1268,0,0,1,1,3,0,5,0,0,1,1,1,252,173,0,10,2009,0,143500
912,30,1,51,0,0,8,5,7,0,1,1,1,1,2,1,4,3,470,279,2,1015,0,0,1,0,3,1,6,0,0,1,1,1,450,0,0,7,2006,1,88000
913,90,4,82,0,0,2,5,6,0,1,1,1,1,1,1,4,4,471,717,2,1001,1001,0,2,0,4,1,8,0,0,6,1,3,871,0,0,8,2007,0,145000
914,160,3,30,0,0,5,6,5,0,0,0,2,0,0,3,3,5,472,318,0,612,612,0,2,1,2,0,4,0,0,1,3,2,528,0,234,6,2009,2,173733
915,160,1,21,0,0,14,4,5,0,6,6,4,1,1,1,4,2,8,546,3,546,546,0,1,1,3,1,6,0,0,4,1,1,286,0,0,1,2007,0,75000
916,20,2,50,0,0,13,2,3,0,8,9,1,1,1,1,3,4,245,430,2,480,0,1,0,0,1,1,4,0,0,1,1,1,308,0,0,10,2006,1,35311
917,20,0,0,0,0,15,4,6,0,0,0,1,1,1,1,4,1,516,75,0,1229,0,0,1,0,3,1,6,0,0,4,3,1,284,0,0,4,2009,0,135000
918,60,0,103,1,2,12,7,5,0,3,3,1,0,0,2,2,4,540,422,0,912,1215,1,2,1,4,0,8,1,1,4,3,3,833,72,192,11,2007,0,238000
919,20,0,87,1,2,11,6,8,1,1,1,1,2,1,3,4,1,456,245,0,1414,0,1,1,0,3,1,6,1,1,4,1,2,601,0,51,5,2008,0,176500
920,60,0,70,1,0,12,6,5,0,3,3,4,0,0,3,4,5,473,114,0,936,785,0,2,1,3,0,7,0,0,4,3,2,471,300,87,7,2007,0,201000
921,90,0,67,0,0,15,5,7,0,1,1,1,1,1,1,4,1,392,188,1,1272,928,2,2,2,4,1,9,0,0,4,3,0,0,0,70,9,2008,0,145900
922,20,0,65,0,0,17,6,5,0,0,0,1,0,0,3,4,5,435,1288,0,1316,0,0,2,0,3,0,6,1,2,4,2,2,397,100,0,10,2006,2,169990
923,120,0,50,0,0,12,6,5,0,7,4,1,0,0,3,4,6,474,598,0,1617,0,1,2,0,2,0,5,1,3,4,3,2,533,0,69,7,2008,0,193000
924,20,0,79,0,0,6,6,6,0,7,4,4,1,1,3,4,4,148,0,2,1686,0,1,2,0,3,1,7,1,1,4,1,2,612,384,131,5,2006,0,207500
925,20,0,0,1,2,6,5,6,0,0,0,1,1,0,3,3,1,376,266,2,1126,0,0,2,0,3,2,6,0,0,4,3,2,540,180,0,3,2008,1,175000
926,60,0,93,0,0,10,8,5,1,0,0,4,0,0,3,4,2,8,1181,0,1234,1140,0,2,1,4,2,10,1,2,2,2,3,656,104,100,5,2007,0,285000
927,60,0,0,0,0,6,7,5,0,1,1,4,1,1,1,4,4,475,280,1,1098,880,0,2,1,4,1,9,1,2,4,3,2,486,0,43,4,2008,0,176000
928,20,0,0,0,0,0,8,5,1,0,0,1,0,0,3,3,2,8,1753,0,1788,0,0,2,0,3,2,7,1,1,4,3,2,522,202,151,6,2009,0,236500
929,60,0,0,1,2,17,7,5,0,3,3,4,1,0,3,4,2,8,964,1,993,1243,0,2,1,4,0,8,1,1,2,2,2,642,0,0,11,2006,0,222000
930,20,0,73,1,0,16,8,5,0,0,0,1,0,0,3,3,5,297,1450,0,1466,0,0,2,0,3,0,7,0,0,4,2,3,610,100,18,7,2009,0,201000
931,20,0,70,0,0,11,5,6,0,0,0,1,1,1,1,4,4,437,121,0,925,0,0,1,0,2,1,5,0,0,1,1,1,429,0,0,7,2009,0,117500
932,20,0,84,1,2,5,9,5,1,0,11,2,2,0,2,4,2,8,1905,0,1905,0,0,2,0,3,2,8,1,2,4,2,3,788,0,191,3,2007,0,320000
933,20,0,63,0,1,0,7,5,0,0,0,4,0,0,3,3,5,386,1480,0,1500,0,0,2,0,3,0,6,0,0,4,3,2,570,192,36,8,2009,0,190000
934,20,0,313,2,0,11,7,7,4,2,5,1,1,1,3,1,5,585,160,0,2069,0,1,2,0,4,0,9,1,2,4,3,2,505,0,0,11,2008,0,242000
935,30,0,52,1,0,8,4,5,0,1,1,4,1,0,4,2,2,8,600,1,747,0,0,1,0,1,1,5,0,0,1,1,2,528,0,0,6,2006,0,79900
936,20,0,67,0,0,12,7,5,0,0,0,4,0,0,3,4,5,476,343,0,1200,0,1,2,0,2,0,5,0,0,4,3,2,555,0,41,8,2009,0,184900
937,60,0,75,0,0,5,7,5,0,0,0,1,0,0,3,2,5,140,772,0,1113,858,0,2,1,3,0,8,1,2,4,3,2,689,0,48,2,2009,0,253000
938,60,0,73,0,0,0,7,5,0,0,0,1,0,0,3,2,5,477,927,0,1391,571,0,2,1,3,0,7,0,0,4,3,3,868,0,90,8,2006,2,239799
939,70,0,0,0,0,19,7,7,0,1,1,1,1,1,1,2,2,8,1032,0,1207,1196,0,2,0,4,1,10,2,1,4,1,1,349,56,0,6,2010,0,244400
940,90,0,55,1,0,4,6,5,0,7,4,1,1,1,1,1,3,478,396,2,1728,0,0,2,0,4,1,8,0,0,4,1,2,574,40,0,7,2006,0,150900
941,60,0,0,1,1,17,7,5,0,0,0,4,0,0,3,4,1,479,220,0,1022,1038,1,2,1,3,0,8,1,1,2,3,2,390,0,0,6,2009,0,214000
942,90,0,42,1,0,15,4,3,0,1,1,1,1,0,3,1,5,480,0,2,1440,0,2,2,0,4,1,8,0,0,4,3,0,0,321,0,8,2007,1,150000
943,90,0,100,0,0,4,5,4,0,3,4,1,1,1,1,3,2,8,1632,2,1632,0,0,2,0,4,1,8,0,0,4,1,2,576,0,0,6,2007,0,143000
944,20,0,0,1,3,16,6,6,0,3,3,4,1,1,1,4,5,289,354,1,1344,0,0,1,0,3,0,7,1,2,5,3,2,525,0,118,1,2009,1,137500
945,50,1,98,0,2,7,5,6,1,0,0,1,1,2,1,4,6,128,0,2,1188,561,0,1,0,2,1,7,0,0,1,1,2,456,48,0,9,2009,0,124900
946,80,0,70,0,0,11,5,6,0,3,3,4,1,1,1,3,1,481,102,2,1144,0,1,1,0,3,1,6,1,1,4,3,1,796,86,0,3,2006,0,143000
947,20,0,85,0,0,16,8,5,1,0,0,4,0,0,3,3,5,91,316,0,1629,0,1,2,0,3,0,9,1,2,4,2,3,808,0,252,11,2007,0,270000
948,60,0,65,1,0,0,7,5,0,0,0,4,0,0,3,4,2,8,936,0,936,840,0,2,1,3,0,7,1,1,4,3,2,474,144,96,2,2006,0,192500
949,20,0,78,0,0,6,6,7,1,7,4,1,1,1,1,4,1,601,179,2,1381,0,1,1,1,3,0,5,1,1,4,3,2,676,0,0,3,2010,0,197500
950,20,0,60,0,0,11,5,8,0,0,0,1,1,1,1,4,1,483,317,1,864,0,1,1,0,3,0,5,0,0,1,3,2,720,194,0,7,2007,0,129000
951,20,4,60,0,2,12,5,5,0,0,0,1,1,1,1,4,4,208,187,1,965,0,1,1,0,3,1,6,0,0,1,1,1,300,421,0,7,2006,1,119900
952,85,0,60,0,0,0,5,8,0,5,3,1,1,1,3,3,5,103,108,1,768,0,0,1,0,2,1,5,0,0,1,2,1,396,192,0,4,2009,0,133900
953,60,0,0,1,0,4,5,4,0,3,3,4,1,1,1,3,1,568,29,0,1168,800,0,2,1,4,1,7,1,5,4,3,2,530,305,189,9,2008,0,172000
954,90,0,35,1,3,15,6,5,4,5,4,4,1,1,3,1,5,385,0,2,980,0,0,2,0,4,1,4,0,0,4,3,0,0,0,0,10,2006,3,127500
955,90,4,82,1,0,2,6,6,0,1,1,4,1,1,3,4,3,568,495,2,979,979,0,2,0,4,1,8,0,0,4,1,2,492,0,0,8,2007,0,145000
956,160,1,24,0,0,24,6,6,0,1,1,1,1,1,3,4,1,459,276,2,561,668,0,1,1,2,1,5,1,1,4,2,2,462,150,0,5,2009,0,124000
957,20,0,70,0,0,9,5,5,1,1,1,1,1,1,1,4,3,486,640,2,1057,0,0,1,0,3,1,6,0,0,1,2,2,576,0,0,4,2007,0,132000
958,20,0,65,0,0,0,7,5,0,0,0,1,0,0,3,2,5,487,638,0,1337,0,1,2,0,3,0,6,0,0,4,3,2,531,0,39,10,2007,0,185000
959,160,3,24,0,1,5,7,5,1,1,1,1,0,0,3,4,1,504,92,0,696,720,1,2,1,3,0,6,0,0,1,1,2,484,0,44,5,2010,0,155000
960,20,0,50,1,0,8,5,7,0,2,4,1,1,1,1,1,4,488,162,1,858,0,1,1,0,2,1,4,0,0,4,3,0,0,117,0,2,2010,0,116500
961,60,0,0,1,2,6,6,7,0,3,3,4,1,1,3,4,1,489,434,2,1542,1330,1,2,1,4,1,11,1,1,4,2,2,619,550,282,7,2008,0,272000
962,160,0,24,0,2,20,6,6,0,7,10,1,1,1,3,4,1,490,248,2,804,744,1,2,1,3,0,7,1,1,1,1,2,440,48,0,7,2007,0,155000
